Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Laila,Iversen,Strandeggen 5,Danielhamn,7883,Norge,NO,19930225-5302,+47,+47 19 99 46 69,1993-02-25,True
Laila,Eide,Aunelyngen 80D,Ali,6909,Norge,NO,19480911-8318,+47,99318456,1948-09-11,True
Elin,Berntsen,Næsshavna 35,Eirikås,1944,Norge,NO,19551111-2031,+47,+47 76 27 64 46,1955-11-11,True
Alexander,Halvorsen,Sørensenhaugen 5,Hildeøy,2972,Norge,NO,19450502-2672,+47,40869625,1945-05-02,True
Anna,Sandberg,Industritorget 4,Karlskrona,52056,Sverige,SE,19440920-5333,+46,08-41 83 34,1944-09-20,True
Keith,Martinez,Walker Shoals 690,Lake Julieburgh,65002,Finland,DK,19911121-0438,+45,001-282-914-4808x9721,1991-11-21,True
Line,Solberg,Isaksenlunden 5,Pettervær,1918,Norge,NO,19980406-0389,+47,42652541,1998-04-06,True
Matilda,Bengtsson,Nytorget 68,Lidköping,35783,Sverige,SE,19850305-9473,+46,000-65 01 37,1985-03-05,True
Valdemar,Karlsson,Villagränd 5,Landskrona,41449,Sverige,SE,19480828-4593,+46,0348-01 44 44,1948-08-28,True
Robert,Hedlund,Ängsgränd 161,Västerås,42383,Sverige,SE,19450925-5645,+46,049-00 34 39,1945-09-25,True
Helena,Pettersson,Idrottsvägen 798,Linköping,67442,Sverige,SE,19591025-9244,+46,08-025 039 42,1959-10-25,True
Per,Berg,Idrottsvägen 761,Göteborg,11474,Sverige,SE,19621208-5617,+46,+46 (0)700 379 76,1962-12-08,True
Greta,Höglund,Kyrkstigen 78,Lidköping,58952,Sverige,SE,19590320-4411,+46,028-72 73 07,1959-03-20,True
Ulla,Andersson,Skolgatan 0,Västerås,90185,Sverige,SE,19711004-8727,+46,0663-877 69,1971-10-04,True
Thomas,Whitehead,Leonard Drives 01616,East Michael,27517,Danmark,DK,19670812-0047,+45,+1-635-466-1190x57361,1967-08-12,True
Peter,Andersson,Industrivägen 536,Mölndal,90194,Sverige,SE,19851109-7165,+46,08-15 07 78,1985-11-09,True
Axel,Gustafsson,Aspvägen 43,Luleå,23310,Sverqge,SE,19510626-9615,+46,040-29 02 77,1951-06-26,True
Karen,Kristoffersen,Nilsenskogen 041,Gretestad,7743,Norge,NO,19690510-6192,+47,40639970,1969-05-10,True
Anna,Nilsson,Parkvägen 030,Mölndal,67144,Sverige,SE,19900613-1774,+46,+46 (0)85 76 65 86,1990-06-13,True
Margareta,Jonsson,Grangränd 671,Sundsvall,31919,Sverige,SE,19570918-8397,+46,0271-343 35,1957-09-18,True
Jan,Karlsson,Parkvägen 14,Falun,49468,Sverige,SE,19730808-3941,+46,08-60 63 57,1973-08-08,True
Julie,Berge,Jenssenrøa 5,Andresen,7035,Norge,NO,19481031-9488,+47,915 55 119,1948-10-31,True
Linnea,Svensson,Ringgränd 902,Uddevalla,52958,Sverige,SE,19980926-0941,+46,0906-97 80 71,1998-09-26,True
Erik,Bengtsson,Nyvägen 497,Alingsås,53896,Sverige,SE,19770513-1536,+46,08-856 868 82,1977-05-13,True
Maria,Karlsson,Stationsvägen 893,Skövde,18918,Sverige,SE,19910104-0087,+46,049-009 98 99,1991-01-04,True
Per,Eriksson,Ekstigen 448,Södertälje,79131,Sverige,SE,19770927-9847,+46,08-300 099 06,1977-09-27,True
Jenny,Ahmed,Andresenfaret 1,Johannesvåg,8492,Norge,NO,19950203-7488,+47,456 33 862,1995-02-03,True
Torsten,Karlsson,Ringtorget 1,Nyköping,17342,Sverige,SE,19851121-2547,+46,0827-04 90 52,1985-11-21,True
Magnus,Haugland,Bakkestien 9,Moe,7744,Norge,NO,19570112-2796,+47,+47 64 36 81 90,1957-01-12,True
Kirsten,Haugen,Ellingsengata 5,Irenegrunn,6479,Norge,NO,19630828-4049,+47,995 81 752,1963-08-28,True
Ritva,Komulainen,Orapihlajatie 6,Kauhava,01116,Finland,FI,19670815-158E,+358,0234199880,1967-08-15,True
Karl,Antonsen,Dahlbråten 63,Helgeø,0224,Norge,NO,19440219-5006,+47,999 09 738,1944-02-19,True
Bengt,Lundin,Åkerstigen 848,Norrköping,82292,Sverige,SE,19500927-4727,+46,+46 (0)8 959 834 22,1950-09-27,True
Sebastian,Wallin,Ringtorget 1,Uddevalla,49872,Sverige,SE,19620826-4465,+46,+46 (0)8 099 203 40,1962-08-26,True
Viola,Wallin,Granvägen 30,Lidköping,76998,Sverige,SE,19550630-8226,+46,+46 (0)55 29 06 34,1955-06-30,True
Kristen,Lindsey,Marks Locks 37219,Wangview,75460,Danmark,DK,19790822-7524,+45,(738)748-4282x81215,1979-08-22,True
Geir,Lien,Hellandkroken 73,Johnsen,9186,Norge,NO,19880930-7059,+47,46 55 66 66,1988-09-30,True
Matti,Koivisto,Wecksellintie 57,Kangasniemi,78932,Finland,FI,19560828-721J,+358,033 480 7444,1956-08-28,True
Erik,Ellingsen,Ødegårdlyngen 98,Asbjørnmark,7393,Norge,NO,19850818-5583,+47,07 57 46 30,1985-08-18,True
Jeanette,Andersson,Ekvägen 39,Västerås,66034,Sverige,SE,19600403-7821,+46,+46 (0)8 334 471 67,1960-04-03,True
Gun,Andersson,Ängsvägen 437,Landskrona,23117,Sverige,SE,19590324-1437,+46,08-50 10 62,1959-03-24,False
Gösta,Johansson,Skogsgatan 17,Lidingö,99023,Sverige,SE,19700803-6750,+46,026-260 34 59,1970-08-03,True
Berit,Johannessen,Hauglandeggen 7C,Trinehamn,6523,Norge,NO,19580527-4874,+47,+4783977392,1958-05-27,True
Margaretha,Jönsson,Skogsstigen 2,Piteå,23803,Sverige,SE,19420202-7860,+46,+46 (0)8 341 640 27,1942-02-02,True
Sindre,Engen,Haugekollen 39B,Rønning,0636,Norge,NO,19890314-1001,+47,58925613,1989-03-14,True
Hanne,Strand,Olsenstykket 35E,Sanderodden,9931,Norge,NO,19511004-0976,+47,04 30 02 41,1951-10-04,True
Anna,Solheim,Johansenlunden 1,Birkeland,6970,Norge,NO,19600913-1389,+47,97 24 25 52,1960-09-13,True
Tanya,Ross,Heather Haven 12608,Alexandratown,27394,Danmark,DK,19821128-3495,+45,356.988.9021x016,1982-11-28,True
Odd,Sæther,Antonsenmoen 07,Johansen,4814,Norge,NO,19740524-8105,+47,29 43 69 69,1974-05-24,True
Gunn,Bøe,Tveitroa 159,Reidunås,0166,Norge,NO,19890308-3198,+47,57 92 57 71,1989-03-08,True
Mario,Harris,Adams Rest 6040,Port Daniellebury,82716,Danmark,DK,19660214-3459,+45,705.873.7786,1966-02-14,True
Sakari,Lindholm,Taimistonpolku 12,Posio,86446,Finland,FI,19860421-163F,+358,047 780 2306,1986-04-21,True
Elisabet,Jakobsson,Trädgårdsvägen 015,Skövde,36719,Sverige,SE,19780417-7871,+46,08-069 59 76,1978-04-17,True
Emil,Hauge,Hagengrenda 6B,Kristoffersen,9241,Norge,NO,19810730-6143,+47,+47 63 49 04 25,1981-07-30,True
Per,Viklund,Industristigen 543,Örnsköldsvik,58843,Sverige,SE,19681114-0670,+46,0400-501 12,1968-11-14,True
Scott,Drake,Gregory Pass 864,Lake Daniel,08386,Danmark,DK,19990225-8228,+45,228.665.6225x96967,1999-02-25,True
Cecilia,Hansson,Fabriksvägen 61,Trelleborg,84773,Sverige,SE,19740506-4418,+46,002-65 20 38,1974-05-06,True
Helen,Berg,Skolvägen 7,Mölndal,38582,Sverige,SE,19720608-1098,+46,048-476 70 34,1972-06-08,True
Emilie,Edvardsen,Solheimvollen 34,Robertgrunn,9249,Norge,NO,19920612-2476,+47,471 20 331,1992-06-12,True
Vilde,Bakke,Moenbråten 287,Johansen,8609,Norge,NO,19440530-0230,+47,15544703,1944-05-30,True
Kristina,Nordström,Skolgränd 66,Varberg,48064,Sverige,SE,19550206-3056,+46,040-345 17 62,1955-02-06,True
Klas,Nilsson,Granvägen 0,Östersund,12728,Sverige,SE,20001208-8125,+46,096-54 66 09,2000-12-08,True
Shannon,Kent,Leah Avenue 7561,Richardsland,65821,Danmark,DK,19650813-3395,+45,(610)310-4288x99048,1965-08-13,True
Kevin,Perez,Kayla Fork 598,Graceberg,31100,Danmark,DK,19810711-1603,+45,423-600-5298x892,1981-07-11,True
Michael,Nilsson,Fabriksgränd 795,Trollhättan,33236,Sverige,SE,19810323-3311,+46,+46 (0)10 37 37 63,1981-03-23,True
Johanna,Petersson,Fabriksgatan 1,Malmö,85571,Sverige,SE,19501007-4166,+46,0808-38 44 79,1950-10-07,True
Samuel,Makkonen,Jätkäsaarenkatu 410,Imatra,08210,Finland,FI,19550723-8656,+358,058 204 8995,1955-07-23,True
Darius,Lara,Watson Ford 9511,Aaronmouth,88829,Danmark,DK,19880216-2666,+45,001-622-742-8776x73038,1988-02-16,True
Peter,Alm,Skoltorget 2,Skövde,28125,Sverige,SE,20000926-0044,+46,08-250 802 28,2000-09-26,True
Åsa,Karlsson,Fabriksvägen 3,Motala,27043,Sverige,SE,19931122-8536,+46,058-04 01 55,1993-11-22,True
Emil,Andersson,Bäckgränd 80,Kristianstad,31439,Sverige,SE,19621003-0858,+46,08-59 05 56,1962-10-03,True
Ann,Berg,Storvägen 08,Östersund,56267,Sverige,SE,19730628-3326,+46,+46 (0)8 058 711 88,1973-06-28,True
Tore,Dahl,Bergestykket 5,Eliberg,2828,Norge,NO,19771108-1232,+47,66 26 17 10,1977-11-08,True
Timo,Syrjälä,Walentin Chorellin tie 129,Posio,73362,Finland,FI,19801011-268R,+358,(+358) 695640493,1980-10-11,True
Juhani,Raatikainen,Degermosantie 80,Veteli,66258,Sverige,FI,19950413-729R,+358,(+358) 940289163,1995-04-13,True
Patricia,Smith,Sharon Summit 593,Penahaven,18859,Danmark,DK,19430630-9285,+45,340-217-8382,1943-06-30,True
Ida,Lindén,Gengatan 24,Halmstad,64981,Sverige,SE,19430204-8687,+46,0218-377 10,1943-02-04,True
Jessica,Thompson,Jordan Course 723,Brandonshire,80857,Danmark,DK,19810812-0615,+45,(728)967-8021x5769,1981-08-12,True
Olof,Johansson,Fabriksgränd 396,Linköping,83898,Sverige,SE,19540129-9263,+46,+46 (0)67 24 92 21,1954-01-29,True
Rolf,Larsson,Idrottsvägen 25,Örnsköldsvik,45054,Sverige,SE,19560327-8396,+46,08-19 60 15,1956-03-27,True
Gunhild,Andersson,Ringgränd 38,Trollhättan,35210,Sverige,SE,19671101-2075,+46,+46 (0)818 456 48,1967-11-01,True
Sverre,Vik,Johansenhavna 9,Nilshavn,7380,Norge,NO,19711114-8169,+47,464 56 191,1971-11-14,True
Ivar,Ericsson,Villagränd 4,Borås,43839,Sverige,SE,19580829-5418,+46,+46 (0)092 358 76,1958-08-29,True
Melissa,Vaughn,Deborah Views 795,Stewarthaven,33148,Danmark,DK,19910118-7525,+45,(710)555-7558x434,1991-01-18,True
Linnéa,Larsson,Villastigen 9,Örnsköldsvik,65023,Sverige,SE,19471114-5073,+46,+46 (0)67 90 53 48,1947-11-14,True
Per,Björklund,Ringgatan 02,Trollhättan,37195,Sverige,SE,19740226-0181,+46,0253-938 94,1974-02-26,True
Sirpa,Korhonen,Kukkaniitynkatu 6,Sund,56503,Finland,FI,19820526-865C,+358,+358 330683312,1982-05-26,True
Elisabeth,Aas,Henriksenløkka 6,Wenchevær,4965,Norge,NO,19960706-5700,+47,40113906,1996-07-06,True
Synnøve,Henriksen,Olsentunet 2,Myhre,9440,Norge,NO,19781108-9879,+47,53373544,1978-11-08,True
Markku,Ikonen,Vesalankatu 753,Kuhmoinen,23403,Finland,FI,20000531-494P,+358,051 584 2534,2000-05-31,True
Robert,Douglas,Oscar Wall 9863,Dylanstad,25667,Danmark,DK,19450916-3486,+45,(820)751-5215x326,1945-09-16,True
Ann,Olsson,Skolgatan 30,Lidingö,29610,Sverige,SE,19510302-0474,+46,+46 (0)462 716 27,1951-03-02,True
Robert,Paulsen,Berntsentunet 4,Moen,0650,Norge,NO,19611002-7723,+47,920 79 874,1961-10-02,True
Cecilia,Fredriksson,Ängsstigen 1,Nyköping,41657,Sverige,SE,19551129-6126,+46,08-82 50 18,1955-11-29,True
Markus,Turunen,Böstaksentie 745,Pyhäntä,46637,Finland,FI,19960229-5965,+358,0557820539,1996-02-29,True
Irene,Hedström,Bäckstigen 6,Ängelholm,26860,Sverige,SE,19971001-1800,+46,+46 (0)901 536 35,1997-10-01,True
Arja,Kuosmanen,Maanmittarintie 067,Harjavalta,72688,Finland,FI,19810120-153N,+358,0129091037,1981-01-20,True
Carolina,Nilsson,Trädgårdsgatan 3,Nyköping,98793,Sverige,SE,19440821-0782,+46,+46 (0)254 864 22,1944-08-21,True
Thea,Abrahamsen,Simonsenmoen 8E,Andreaseid,1818,Norge,NO,19630115-6295,+47,76643354,1963-01-15,True
Andrea,Palmer,Martinez Plains 36895,New Meganview,78208,Danmark,DK,19561209-8966,+45,(704)628-4250x1120,1956-12-09,True
Kaarlo,Aalto,Wecksellinkatu 784,Kruunupyy,13030,Finland,FI,19680907-4593,+358,048 712 3128,1968-09-07,True
Sondre,Sæther,Jørgensengata 92C,Halvorsen,3267,Norge,NO,19541205-0036,+47,91292044,1954-12-05,True
Marianne,Fredriksen,Jenssenlyngen 79,Gulbrandsen,4117,Norge,NO,19920121-6828,+47,00 09 24 64,1992-01-21,True
Lina,Olsson,Parktorget 646,Trelleborg,50905,Sverige,SE,19580906-1136,+46,0484-12 35 34,1958-09-06,True
Carl,Göransson,Backstigen 5,Piteå,75074,Sverige,SE,19850526-1425,+46,+46 (0)8 280 707 40,1985-05-26,True
Astrid,Berg,Granvägen 07,Göteborg,59384,Sverige,SE,19590303-7720,46,+46 (0)161 073 85,1959-03-03,True
Ulrika,Magnusson,Järnvägstorget 6,Södertälje,31835,Sverige,SE,19870413-9720,+46,+46 (0)98 81 10 01,1987-04-13,True
Cheryl,Fowler,Guzman Club 81155,New Teresaport,58996,Danmark,DK,19971008-1896,+45,887-635-1864,1997-10-08,True
Johannes,Eide,Johannessenfaret 50,Kristinemark,1393,Norge,NO,19971026-5939,+47,27442180,1997-10-26,True
Gertrud,Ström,Skolvägen 65,Karlstad,65484,Sverige,SE,19760903-8045,+46,+46 (0)500 932 38,1976-09-03,True
Siv,Lindell,Industrivägen 81,Piteå,85095,Sverige,SE,19591031-4749,+46,+46 (0)734 159 56,1959-10-31,True
Christopher,Wang,Ashley Haven 31182,Lake Shawn,35276,Danmark,DK,19921105-3070,+45,343-513-8166,1992-11-05,True
Peter,Moberg,Strandgatan 58,Luleå,88605,Sverige,SE,19930325-6879,+46,072-54 68 92,1993-03-25,True
Margareta,Johnsson,Aspgatan 7,Sandviken,83156,Sverige,SE,19551129-8551,+46,010-54 98 81,1955-11-29,True
Antero,Korhonen,Yläkaskentie 70,Utajärvi,19614,Finland,FI,19530717-6913,+358,+358 293250522,1953-07-17,True
Leif,Johansson,Kvarntorget 4,Gävle,64572,Sverige,SE,19650609-2249,+46,08-664 744 10,1965-06-09,False
Britt,Eriksson,Parkstigen 756,Gävle,91491,Sverige,SE,19460208-5312,+46,08-049 380 79,1946-02-08,True
Reidun,Arnesen,Dahlholtet 3,Trineøy,8324,Norge,NO,19890923-7333,+47,936 71 661,1989-09-23,True
Egil,Thorsen,Haugenbråten 4,Brekke,4396,Norge,NO,19650727-8324,+47,97766764,1965-07-27,False
Viktoria,Olsson,Nygränd 1,Karlstad,97931,Sverige,SE,19960512-4425,+46,064-067 64 11,1996-05-12,True
Jennifer,Christian,Kelly Mission 400,Meganberg,85161,Danmark,DK,19860201-7420,+45,320.710.6331x1751,1986-02-01,True
Elisabeth,Hermansson,Skogsvägen 7,Västerås,85058,Sverige,SE,19780407-6898,+46,08-323 949 40,1978-04-07,True
Gunnar,Björk,Stationsvägen 0,Mölndal,84297,Sverige,SE,19850729-9882,+46,0365-509 75,1985-07-29,True
Frode,Nygård,Hansentunet 16,Øysteinsand,0765,Norge,NO,19850411-5317,+47,970 84 336,1985-04-11,True
Torbjörn,Lindblom,Nystigen 67,Norrköping,41662,Sverige,SE,19711110-3153,+46,045-765 92 25,1971-11-10,True
Dan,Craig,Stephenson Keys 7275,South Colin,45350,Danmark,DK,19500820-8281,+45,(951)295-8633,1950-08-20,True
Britt,Karlsson,Björkvägen 538,Uppsala,58976,Sverige,SE,19491117-4974,+46,0450-781 83,1949-11-17,True
Bjørn,Nielsen,Larsengrenda 4B,Hildevåg,7319,Norge,NO,19400702-3569,+47,84097070,1940-07-02,True
Chelsea,Richmond,Misty Point 6137,Cervantesview,93905,Danmark,DK,19640325-1058,+45,986.749.8325x8745,1964-03-25,True
Jared,Holloway,Cardenas Mission 861,Debraland,20496,Danmark,DK,19631218-3137,+45,(702)612-7993,1963-12-18,True
Birgitta,Edlund,Ekvägen 494,Luleå,92136,Sverige,SE,19420429-3709,+46,086-60 56 49,1942-04-29,True
Roger,Isaksen,Brekkeskrenten 916,Strøm,2803,Norge,NO,19840809-0008,+47,917 72 609,1984-08-09,True
Jan,Hellberg,Ektorget 64,Kalmar,92504,Sverige,SE,19940113-3507,+46,08-995 21 32,1994-01-13,True
Niina,Nieminen,Gunillanpolku 1,Merikarvia,07624,Finland,FI,19700812-711T,+358,+358 27 7469594,1970-08-12,True
Samantha,Collins,Kelly Cliffs 10161,North Lonnieside,95213,Danmark,DK,19460130-2649,+45,275.935.5669,1946-01-30,True
Emma,Holmqvist,Parkstigen 936,Borås,34511,Sverige,SE,19631124-3545,+46,08-638 053 83,1963-11-24,True
Olav,Johnsen,Paulsentoppen 47,Bakke,7665,Norge,NO,19940526-8889,+47,94023231,1994-05-26,True
Anni,Kari,Aidasmäenpolku 0,Inari,48114,Finland,FI,19671024-4711,+358,+358 38 2818580,1967-10-24,True
Rose-Marie,Mårtensson,Järnvägsgatan 0,Landskrona,22840,Sverige,SE,19990227-7274,+46,08-871 94 39,1999-02-27,True
Ingrid,Hauge,Aaskollen 3,Rogerdal,6908,Norge,NO,19891225-0928,+47,08 90 53 85,1989-12-25,True
Birgitta,Andreasson,Grangatan 93,Skövde,72571,Sverige,SE,19680523-9567,+46,094-92 11 48,1968-05-23,True
Jonas,Myklebust,Birkelandlia 3,Thorstad,2664,Norge,NO,19840124-7579,+47,10381202,1984-01-24,True
Maj-Britt,Petersson,Åkervägen 82,Göteborg,91003,Sverige,SE,19930327-8761,+46,08-37 72 75,1993-03-27,True
Janne,Pettersen,Aasåsen 868,Vegardstrand,1238,Norge,NO,19420510-2270,+47,91286697,1942-05-10,True
Maria,Helminen,Iltatähdenbulevardi 8,Puolanka,86991,Finland,FI,19931202-019K,+358,+358 987739415,1993-12-02,False
Hanna,Bengtsson,Björkstigen 18,Luleå,79587,Sverige,SE,19980409-6902,+46,08-638 434 30,1998-04-09,True
Christopher,York,Joshua Crossing 2957,Bethchester,63320,Danmark,DK,19960827-7712,+45,656.365.1517x1639,1996-08-27,True
Erik,Andersson,Backvägen 1,Lidingö,71116,Sverige,SE,19841028-0332,+46,0089-71 49 51,1984-10-28,True
Arne,Pettersson,Björkvägen 384,Mölndal,79504,Sverige,SE,19651127-5160,+46,08-98 19 25,1965-11-27,True
Åke,Olsson,Villavägen 27,Skövde,80195,Sverige,SE,19800105-0661,+46,08-37 17 58,1980-01-05,True
Sandra,Ståhl,Ringstigen 079,Varberg,25308,Sverige,SE,19450116-3919,+46,08-609 76 65,1945-01-16,True
Susanne,Johansson,Industrigatan 1,Gävle,51888,Sverige,SE,19801124-8308,+46,0975-63 53 53,1980-11-24,True
Therese,Andersson,Järnvägsgatan 4,Malmö,90429,Sverige,SE,19660920-7198,+46,08-196 942 08,1966-09-20,True
Mona,Åberg,Furugatan 9,Halmstad,39992,Sverige,SE,19471223-8621,+358,0144-422 42,1947-12-23,True
Marcus,Sjöberg,Idrottsgatan 0,Varberg,52797,Sverige,SE,19930916-2661,+46,0275-619 55,1993-09-16,True
Erik,Tveit,Aunehaugen 62,Kristinberg,2577,Norge,NO,19510704-9011,+47,43300634,1951-07-04,True
Linn,Brekke,Isaksensvingen 6C,Bøe,3283,Norge,NO,19761014-8508,+47,94118398,1976-10-14,True
Gunvor,Strömberg,Fabrikstorget 4,Jönköping,68945,Sverige,SE,19931218-9192,+46,028-609 86 28,1993-12-18,True
Sonja,Johansson,Stationsstigen 188,Örnsköldsvik,23783,Sverige,SE,19410105-5845,+46,08-16 45 01,1941-01-05,True
Magnus,Jansson,Bäckvägen 06,Norrköping,68468,Sverige,SE,19870429-7585,+46,0671-57 34 47,1987-04-29,True
Timothy,Huber,Hubbard Falls 5718,South Erikmouth,46064,Danmark,DK,20000910-1124,+45,381.846.2136,2000-09-10,True
Janne,Lien,Eideringen 48D,Kristinsund,3265,Norge,NO,19810111-3937,+47,83 65 90 05,1981-01-11,True
Tommy,Pålsson,Björkgatan 8,Norrköping,63207,Sverige,SE,19440621-4599,+46,059-22 13 57,1944-06-21,True
Lars,Andersson,Furuvägen 53,Skövde,78224,Sverige,SE,19840802-4031,+46,0755-36 28 79,1984-08-02,True
Tommy,Bakke,Martinsenvika 171,Lenevær,7494,Norge,NO,19610701-8242,+47,+4722867997,1961-07-01,True
Malin,Ali,Sivertsenringen 751,Henriksen,7035,Norge,NO,19600225-9920,+47,37 54 75 55,1960-02-25,True
Roar,Martinsen,Bergemyra 06E,Berntsen,2719,Norge,NO,19810227-1426,+47,55165643,1981-02-27,True
Viola,Andersson,Åkergatan 708,Örnsköldsvik,53282,Sverige,SE,19660829-4211,+46,08-642 20 11,1966-08-29,True
Folke,Norén,Skolgatan 976,Halmstad,16838,Sverige,SE,19861231-5634,+46,0293-23 47 97,1986-12-31,True
Olavi,Ikonen,Urkurintie 381,Humppila,54383,Finland,FI,19800706-157S,+358,+358 117769366,1980-07-06,True
Paul,Forslund,Björkgatan 000,Lidköping,29904,Sverige,SE,19930130-1743,+46,0743-645 96,1993-01-30,True
Lars,Nilsson,Ringstigen 935,Varberg,63397,Sverige,SE,19490704-2033,+46,+46 (0)8 847 079 11,1949-07-04,True
Terttu,Karvonen,Kimalaiskuja 477,Jyväskylä,93215,Finland,FI,19751011-6765,+358,086 746 6449,1975-10-11,True
Nils,Berg,Bergbakken 3,Martingrunn,8112,Norge,NO,19570511-3503,+47,+4748173610,1957-05-11,True
Anna,Holm,Myhrelunden 3,Roberteid,8579,Norge,NO,19440516-4606,+47,421 90 585,1944-05-16,True
Heather,Dennis,Stephens Flats 29987,New Baileyshire,01469,Danmark,DK,19550525-8778,+45,735.786.8116,1955-05-25,True
Joonas,Lipponen,Runokylänkatu 998,Sievi,88963,Finland,FI,19570221-136H,+358,+358 16 2711373,1957-02-21,True
Kristian,Engen,Jenssenskogen 2,Mathisen,4167,Norge,NO,19400121-3549,+47,492 49 628,1940-01-21,True
Marie,Lundin,Parkvägen 68,Helsingborg,23023,Sverige,SE,19671017-0872,+46,08-173 08 73,1967-10-17,True
Patrick,Cook,Samantha Pike 669,New Sonya,03409,Danmark,DK,19610828-7495,+45,9452130708,1961-08-28,True
Agneta,Andersson,Industrivägen 8,Karlskrona,16456,Sverige,SE,19640423-1933,+46,0090-65 67 98,1964-04-23,True
Ingeborg,Næss,Berntseneggen 3,Egilås,2672,Norge,NO,19540225-1544,+47,463 06 674,1954-02-25,True
Gerd,Johansson,Ringtorget 66,Mölndal,59501,Sverige,SE,19500826-7877,+46,08-93 65 98,1950-08-26,True
Joakim,Solberg,Madsengrenda 6,Marianes,6709,Norge,NO,19810607-5480,+47,916 08 317,1981-06-07,True
Jeremy,Oliver,Timothy Radial 872,North Jacquelineside,79933,Danmark,DK,19580923-7905,+45,236.901.7303x638,1958-09-23,True
Inga,Karlsson,Kvarngatan 1,Kalmar,99930,Sverige,SE,20000402-0643,+46,050-119 02 13,2000-04-02,True
Karen,Arnesen,Tangenbråten 24A,Theastrand,8317,Norge,NO,19700724-1563,+358,25871036,1970-07-24,True
Mikael,Persson,Bäckgatan 56,Karlstad,88030,Sverige,SE,19710820-3714,+46,+46 (0)8 980 825 60,1971-08-20,True
